id,category
271,1
272,2
273,2
274,3
275,2
276,3
277,1
278,2
279,3
280,2
281,0
282,0
283,1
284,0
285,1
286,4
287,4
288,4
289,4
290,0
291,4
292,0
293,0
294,1
295,0
296,3
297,1
298,0
299,0
300,2
301,2
302,4
303,0
304,0
305,3
306,0
307,1
308,0
309,1
310,2
311,4
312,4
313,4
314,1
315,4
316,3
317,4
318,1
319,3
320,4
321,3
322,0
323,2
324,4
325,1
326,1
327,0
328,2
329,4
330,1
331,0
332,1
333,4
334,3
335,1
336,3
337,3
338,4
339,0
340,4
341,1
342,3
343,1
344,0
345,1
346,0
347,4
348,4
349,1
350,4
351,0
352,2
353,1
354,4
355,4
356,1
357,3
358,1
359,1
360,2
361,1
362,3
363,0
364,0
365,1
366,3
367,2
368,4
369,1
370,0
371,4
372,0
373,4
374,4
375,4
376,1
377,3
378,2
379,1
380,3
381,1
382,3
383,3
384,4
385,4
386,2
387,3
388,3
389,2
390,1
391,1
392,2
393,1
394,0
395,0
396,2
397,4
398,3
399,0
400,4
401,0
402,2
403,4
404,2
405,4
406,4
407,2
408,4
409,0
410,1
411,4
412,4
413,0
414,4
415,4
416,2
417,1
418,1
419,4
420,2
421,0
422,1
423,0
424,3
425,1
426,3
427,4
428,3
429,4
430,0
431,2
432,0
433,0
434,1
435,1
436,1
437,3
438,2
439,3
440,1
441,3
442,0
443,3
444,2
445,4
446,2
447,3
448,2
449,4
450,0
451,0
452,2
453,4
454,4
455,1
456,3
457,0
458,2
459,4
460,1
461,1
462,0
463,4
464,2
465,1
466,0
467,3
468,2
469,1
470,3
471,1
472,2
473,2
474,3
475,0
476,3
477,4
478,0
479,1
480,4
481,3
482,2
483,1
484,2
485,3
486,3
487,2
488,4
489,0
490,4
491,2
492,3
493,0
494,4
495,0
496,4
497,0
498,0
499,4
500,2
501,4
502,2
503,0
504,3
505,0
506,2
507,3
508,3
509,3
510,2
511,0
512,0
513,4
514,4
515,3
516,4
517,1
518,4
519,3
520,3
521,4
522,1
523,3
524,1
525,3
526,4
527,1
528,2
529,0
530,3
531,4
532,3
533,3
534,4
535,1
536,0
537,4
538,0
539,0
540,3
541,3
542,4
543,3
544,4
545,3
546,4
547,2
548,1
549,0
550,1
551,4
552,1
553,1
554,1
555,2
556,1
557,2
558,0
559,0
560,2
561,1
562,4
563,2
564,3
565,0
566,2
567,1
568,0
569,0
570,2
571,0
572,1
573,4
574,1
575,1
576,0
577,3
578,3
579,0
580,1
581,0
582,4
583,2
584,4
585,4
586,2
587,2
588,0
589,2
590,0
591,3
592,1
593,4
594,1
595,4
596,0
597,0
598,4
599,3
600,1
601,4
602,3
603,3
604,4
605,4
606,3
607,3
608,1
609,2
610,1
611,1
612,4
613,0
614,2
615,0
616,3
617,1
618,1
619,4
620,2
621,4
622,2
623,4
624,0
625,2
626,0
627,1
628,3
629,1
630,0
631,1
632,2
633,1
634,4
635,1
636,2
637,3
638,3
639,4
640,3
641,0
642,3
643,0
644,0
645,3
646,4
647,0
648,3
649,0
650,1
651,1
652,1
653,1
654,0
655,2
656,3
657,1
658,3
659,0
660,0
661,4
662,4
663,3
664,4
665,1
666,4
667,0
668,1
669,1
670,2
671,3
672,4
673,4
674,2
675,3
676,2
677,1
678,4
679,1
680,0
681,3
682,2
683,4
684,4
685,2
686,2
687,0
688,3
689,1
690,2
691,1
692,3
693,4
694,3
695,4
696,2
697,1
698,2
699,0
700,4
701,4
702,4
703,3
704,4
705,0
706,2
707,2
708,2
709,1
710,4
711,3
712,2
713,4
714,3
715,4
716,3
717,0
718,0
719,2
720,0
721,2
722,4
723,4
724,1
725,0
726,4
727,0
728,3
729,1
730,1
731,3
732,2
733,0
734,4
735,0
736,4
737,1
738,4
739,0
740,2
741,0
742,0
743,4
744,0
745,0
746,3
747,1
748,2
749,0
750,2
751,3
752,0
753,0
754,1
755,1
756,2
757,4
758,2
759,1
760,0
761,0
762,4
763,1
764,4
765,0
766,0
767,3
768,4
769,2
770,2
771,0
772,4
773,1
774,3
775,2
776,4
777,0
778,0
779,1
780,1
781,4
782,3
783,3
784,1
785,1
786,0
787,1
788,1
789,4
790,4
791,4
792,2
793,4
794,1
795,4
796,0
797,3
798,3
799,4
800,3
801,4
802,4
803,4
804,1
805,3
806,3
807,0
808,4
809,3
810,3
811,4
812,3
813,1
814,1
815,4
816,1
817,0
818,0
819,0
820,4
821,4
822,4
823,2
824,4
825,1
826,3
827,4
828,2
829,3
830,0
831,0
832,3
833,0
834,0
835,3
836,3
837,1
838,4
839,0
840,4
841,2
842,0
843,3
844,4
845,1
846,0
847,0
848,4
849,4
850,0
851,1
852,1
853,3
854,4
855,1
856,1
857,2
858,3
859,1
860,1
861,1
862,4
863,2
864,4
865,2
866,4
867,1
868,4
869,0
870,3
871,1
872,3
873,1
874,0
875,2
876,4
877,4
878,1
879,2
880,3
881,1
882,3
883,1
884,1
885,1
886,3
887,4
888,2
889,2
890,1
891,0
892,3
893,2
894,1
895,2
896,4
897,2
898,3
899,3
900,3
901,2
902,1
903,4
904,2
905,1
906,4
907,3
908,3
909,1
910,0
911,4
912,0
913,3
914,3
915,3
916,4
917,4
918,3
919,0
920,1
921,0
922,1
923,0
924,0
925,2
926,2
927,4
928,2
929,2
930,1
931,0
932,0
933,3
934,4
935,4
936,4
937,4
938,1
939,3
940,2
941,2
942,2
943,0
944,1
945,2
946,4
947,2
948,3
949,4
950,4
951,4
952,0
953,3
954,4
955,0
956,3
957,4
958,0
959,1
960,2
961,0
962,2
963,2
964,1
965,1
966,0
967,4
968,0
969,4
970,3
971,0
972,0
973,2
974,3
975,0
976,0
977,1
978,2
979,4
980,3
981,2
982,1
983,2
984,4
985,0
986,1
987,4
988,3
989,4
990,3
991,4
992,3
993,2
994,4
995,2
996,2
997,1
998,0
999,0
1000,0
1001,2
1002,4
1003,3
1004,4
1005,3
1006,1
1007,4
1008,3
1009,3
1010,3
1011,3
1012,0
1013,1
1014,4
1015,0
1016,2
1017,2
1018,2
1019,0
1020,4
1021,4
1022,1
1023,4
1024,0
1025,4
1026,0
1027,3
1028,2
1029,1
1030,3
1031,2
1032,0
1033,2
1034,0
1035,1
1036,0
1037,2
1038,2
1039,4
1040,0
1041,0
1042,2
1043,4
1044,1
1045,0
1046,4
1047,2
1048,3
1049,3
1050,0
1051,0
1052,1
1053,1
1054,1
1055,2
1056,4
1057,2
1058,2
1059,3
1060,3
1061,3
1062,4
1063,4
1064,1
1065,1
1066,2
1067,2
1068,4
1069,0
1070,2
1071,1
1072,4
1073,0
1074,2
1075,0
1076,2
1077,3
1078,1
1079,3
1080,3
1081,0
1082,0
1083,1
1084,2
1085,2
1086,2
1087,1
1088,1
1089,4
1090,4
1091,2
1092,2
1093,1
1094,1
1095,1
1096,2
1097,0
1098,3
1099,2
1100,4
1101,1
1102,1
1103,1
1104,3
1105,4
1106,4
1107,3
1108,0
1109,0
1110,4
1111,1
1112,1
1113,3
1114,3
1115,4
1116,2
1117,3
1118,1
1119,0
1120,3
1121,1
1122,1
1123,1
1124,1
1125,3
1126,1
1127,3
1128,1
1129,0
1130,0
1131,3
1132,1
1133,1
1134,1
1135,1
1136,3
1137,2
1138,1
1139,1
1140,1
1141,3
1142,1
1143,2
1144,1
1145,3
1146,3
1147,3
1148,0
1149,0
1150,3
1151,3
1152,3
1153,3
1154,3
1155,0
1156,3
1157,2
1158,3
1159,3
1160,3
1161,1
1162,1
1163,4
1164,4
1165,4
1166,3
1167,0
1168,1
1169,3
1170,4
1171,1
1172,0
1173,1
1174,4
1175,3
1176,1
1177,3
1178,2
1179,0
1180,4
1181,1
1182,2
1183,2
1184,4
1185,0
1186,0
1187,4
1188,4
1189,1
1190,4
1191,2
1192,3
1193,2
1194,2
1195,1
1196,0
1197,1
1198,1
1199,4
1200,1
1201,2
1202,2
1203,3
1204,4
1205,2
1206,3
1207,0
1208,1
1209,3
1210,1
1211,1
1212,3
1213,1
1214,3
1215,0
1216,1
1217,1
1218,4
1219,3
1220,1
1221,0
1222,4
1223,4
1224,0
1225,3
1226,2
1227,0
1228,1
1229,4
1230,3
1231,2
1232,3
1233,4
1234,4
1235,3
1236,2
1237,4
1238,3
1239,4
1240,2
1241,3
1242,0
1243,4
1244,3
1245,4
1246,2
1247,0
1248,0
1249,3
1250,0
1251,0
1252,1
1253,1
1254,0
1255,1
1256,0
1257,0
1258,0
1259,1
1260,4
1261,1
1262,4
1263,3
1264,2
1265,0
1266,3
1267,0
1268,0
1269,1
1270,3
1271,3
1272,2
1273,4
1274,1
1275,2
1276,3
1277,0
1278,2
1279,0
1280,1
1281,0
1282,0
1283,4
1284,4
1285,3
1286,3
1287,0
1288,3
1289,2
1290,4
1291,2
1292,0
1293,0
1294,1
1295,0
1296,1
1297,4
1298,1
1299,1
1300,1
1301,3
1302,4
1303,4
1304,4
1305,4
1306,4
1307,1
1308,2
1309,1
1310,1
1311,2
1312,4
1313,4
1314,0
1315,1
1316,4
1317,4
1318,3
1319,3
1320,0
1321,4
1322,3
1323,0
1324,4
1325,3
1326,4
1327,0
1328,3
1329,0
1330,3
1331,3
1332,3
1333,4
1334,0
1335,3
1336,3
1337,1
1338,2
1339,0
1340,1
1341,4
1342,1
1343,4
1344,4
1345,4
1346,2
1347,1
1348,2
1349,2
1350,3
1351,4
1352,3
1353,4
1354,2
1355,3
1356,2
1357,3
1358,4
1359,1
1360,3
1361,4
1362,0
1363,2
1364,3
1365,2
1366,1
1367,3
1368,3
1369,1
1370,1
1371,2
1372,4
1373,4
1374,3
1375,0
1376,2
1377,3
1378,2
1379,1
1380,2
1381,3
1382,3
1383,1
1384,2
1385,2
1386,4
1387,2
1388,2
1389,0
1390,2
1391,3
1392,3
1393,3
1394,2
1395,2
1396,4
1397,3
1398,3
1399,0
1400,4
1401,1
1402,4
1403,0
1404,3
1405,0
1406,3
1407,2
1408,3
1409,3
1410,4
1411,1
1412,1
1413,2
1414,2
1415,4
1416,4
1417,1
1418,3
1419,0
1420,0
1421,1
1422,2
1423,4
1424,4
1425,1
1426,4
1427,2
1428,2
1429,4
1430,3
1431,4
1432,1
1433,0
1434,3
1435,3
1436,4
1437,4
1438,4
1439,3
1440,3
1441,1
1442,0
1443,3
1444,1
1445,1
1446,2
1447,1
1448,2
1449,1
1450,0
1451,1
1452,2
1453,0
1454,3
1455,2
1456,2
1457,3
1458,0
1459,2
1460,3
1461,3
1462,1
1463,4
1464,0
1465,0
1466,0
1467,4
1468,1
1469,2
1470,1
1471,2
1472,1
1473,0
1474,3
1475,1
1476,0
1477,1
1478,3
1479,2
1480,2
1481,0
1482,0
1483,0
1484,1
1485,3
1486,1
1487,2
1488,3
1489,0
1490,0
1491,4
1492,1
1493,2
1494,1
1495,1
1496,3
1497,2
1498,2
1499,0
1500,4
1501,0
1502,1
1503,1
1504,0
1505,1
1506,1
1507,4
1508,2
1509,4
1510,0
1511,3
1512,3
1513,4
1514,1
1515,4
1516,0
1517,2
1518,2
1519,1
1520,3
1521,0
1522,4
1523,0
1524,4
1525,1
1526,3
1527,2
1528,4
1529,0
1530,1
1531,2
1532,0
1533,3
1534,4
1535,4
1536,4
1537,4
1538,1
1539,0
1540,3
1541,3
1542,1
1543,1
1544,4
1545,1
1546,0
1547,0
1548,2
1549,1
1550,3
1551,3
1552,2
1553,3
1554,0
1555,1
1556,2
1557,4
1558,3
1559,4
1560,0
1561,1
1562,4
1563,0
1564,4
1565,3
1566,0
1567,1
1568,0
1569,3
1570,1
1571,3
1572,1
1573,3
1574,3
1575,1
1576,3
1577,1
1578,0
1579,2
1580,1
1581,4
1582,4
1583,3
1584,0
1585,4
1586,2
1587,4
1588,0
1589,1
1590,0
1591,1
1592,1
1593,0
1594,3
1595,3
1596,4
1597,3
1598,2
1599,3
1600,1
1601,1
1602,2
1603,3
1604,0
1605,3
1606,1
1607,4
1608,0
1609,1
1610,0
1611,1
1612,0
1613,0
1614,4
1615,3
1616,0
1617,4
1618,0
1619,0
1620,3
1621,3
1622,3
1623,4
1624,3
1625,4
1626,0
1627,4
1628,3
1629,4
1630,4
1631,4
1632,0
1633,0
1634,4
1635,0
1636,0
1637,1
1638,2
1639,3
1640,1
1641,0
1642,2
1643,0
1644,3
1645,2
1646,1
1647,4
1648,2
1649,0
1650,1
1651,0
1652,3
1653,1
1654,3
1655,2
1656,1
1657,2
1658,4
1659,3
1660,4
1661,3
1662,4
1663,1
1664,3
1665,1
1666,1
1667,3
1668,1
1669,3
1670,0
1671,1
1672,4
1673,4
1674,1
1675,4
1676,0
1677,2
1678,0
1679,2
1680,3
1681,0
1682,4
1683,2
1684,3
1685,3
1686,2
1687,3
1688,2
1689,1
1690,2
1691,1
1692,0
1693,2
1694,3
1695,1
1696,0
1697,1
1698,0
1699,4
1700,2
1701,3
1702,0
1703,0
1704,0
1705,3
1706,2
1707,2
1708,3
1709,3
1710,1
1711,4
1712,0
1713,4
1714,4
1715,4
1716,0
1717,2
1718,0
1719,3
1720,2
1721,1
1722,0
1723,2
1724,2
1725,2
1726,0
1727,2
1728,0
1729,0
1730,1
1731,3
1732,2
1733,4
1734,2
1735,4
1736,2
1737,2
1738,1
1739,1
1740,2
1741,3
1742,2
1743,3
1744,1
1745,2
1746,2
1747,1
1748,1
1749,0
1750,1
1751,1
1752,0
1753,4
1754,1
1755,0
1756,3
1757,1
1758,4
1759,0
1760,3
1761,1
1762,0
1763,4
1764,4
1765,3
1766,1
1767,0
1768,0
1769,2
1770,0
1771,2
1772,2
1773,3
1774,2
1775,3
1776,2
1777,2
1778,3
1779,1
1780,3
1781,0
1782,4
1783,2
1784,2
1785,4
1786,0
1787,4
1788,3
1789,2
1790,0
1791,4
1792,2
1793,2
1794,4
1795,2
1796,4
1797,4
1798,2
1799,0
1800,4
1801,1
1802,2
1803,0
1804,4
1805,1
1806,2
1807,4
1808,1
1809,0
1810,3
1811,4
1812,0
1813,0
1814,0
1815,0
1816,1
1817,4
1818,2
1819,4
1820,0
1821,1
1822,2
1823,2
1824,4
1825,3
1826,4
1827,2
1828,3
1829,0
1830,4
1831,4
1832,2
1833,2
1834,3
1835,2
1836,1
1837,3
1838,0
1839,3
1840,0
1841,4
1842,3
1843,3
1844,4
1845,4
1846,3
1847,2
1848,2
1849,3
1850,0
1851,1
1852,2
1853,0
1854,0
1855,4
1856,2
1857,0
1858,1
1859,1
1860,4
1861,0
1862,3
1863,2
1864,3
1865,4
1866,3
1867,1
1868,4
1869,1
1870,1
1871,4
1872,1
1873,4
1874,0
1875,2
1876,1
1877,0
1878,0
1879,0
1880,0
1881,3
1882,2
1883,2
1884,3
1885,2
1886,1
1887,1
1888,2
1889,1
1890,4
1891,3
1892,2
1893,1
1894,3
1895,4
1896,0
1897,2
1898,3
1899,2
1900,1
1901,3
1902,0
1903,3
1904,4
1905,3
1906,0
1907,0
1908,0
1909,1
1910,4
1911,1
1912,2
1913,4
1914,1
1915,4
1916,4
1917,2
1918,0
1919,0
1920,0
1921,2
1922,1
1923,2
1924,4
1925,4
1926,1
1927,3
1928,0
1929,3
1930,3
1931,1
1932,4
1933,1
1934,0
1935,1
1936,4
1937,2
1938,4
1939,0
1940,4
1941,0
1942,4
1943,4
1944,0
1945,4
1946,4
1947,2
1948,3
1949,3
1950,2
1951,2
1952,2
1953,2
1954,4
1955,2
1956,4
1957,4
1958,3
1959,2
1960,0
1961,3
1962,2
1963,1
1964,2
1965,2
1966,3
1967,4
1968,1
1969,2
1970,0
1971,2
1972,0
1973,1
1974,3
1975,2
1976,1
1977,2
1978,2
1979,2
1980,1
1981,0
1982,0
1983,0
1984,4
1985,2
1986,2
1987,3
1988,3
1989,3
1990,3
1991,3
1992,0
1993,1
1994,0
1995,4
1996,3
1997,1
1998,2
1999,0
2000,1
2001,0
2002,4
2003,0
2004,1
2005,4
2006,4
2007,4
2008,2
2009,3
2010,3
2011,1
2012,2
2013,2
2014,4
2015,1
2016,1
2017,1
2018,0
2019,2
2020,2
2021,1
2022,2
2023,2
2024,1
2025,1
2026,0
2027,2
2028,1
2029,0
2030,0
2031,1
2032,0
2033,1
2034,4
2035,2
2036,4
2037,4
2038,3
2039,0
2040,3
2041,1
2042,0
2043,2
2044,0
2045,1
2046,3
2047,0
2048,1
2049,3
2050,3
2051,4
2052,3
2053,2
2054,3
2055,2
2056,2
2057,2
2058,0
2059,1
2060,0
2061,1
2062,3
2063,3
2064,3
2065,2
2066,3
2067,2
2068,1
2069,3
2070,3
2071,0
2072,0
2073,1
2074,0
2075,0
2076,4
2077,3
2078,1
2079,2
2080,0
2081,1
2082,3
2083,3
2084,3
2085,2
2086,0
2087,2
2088,2
2089,0
2090,4
2091,0
2092,4
2093,2
2094,3
2095,2
2096,3
2097,1
2098,4
2099,0
2100,1
2101,3
2102,3
2103,3
2104,0
2105,2
2106,2
2107,4
2108,4
2109,4
2110,4
2111,2
2112,2
2113,1
2114,0
2115,2
2116,2
2117,2
2118,0
2119,3
2120,4
2121,2
2122,0
2123,3
2124,3
2125,1
2126,2
2127,0
2128,0
2129,2
2130,1
2131,0
2132,1
2133,4
2134,4
2135,1
2136,0
2137,0
2138,1
2139,0
2140,4
2141,3
2142,3
2143,0
2144,1
2145,3
2146,3
2147,0
2148,3
2149,1
2150,1
2151,4
2152,3
2153,0
2154,4
2155,2
2156,4
2157,3
2158,1
2159,0
2160,4
2161,1
2162,3
2163,3
2164,3
2165,4
2166,3
2167,4
2168,0
2169,3
2170,0
2171,0
2172,1
2173,4
2174,0
2175,0
2176,0
2177,3
2178,1
2179,1
2180,0
2181,0
2182,0
2183,2
2184,3
2185,2
2186,1
2187,4
2188,2
2189,3
2190,3
2191,2
2192,3
2193,3
2194,1
2195,3
2196,2
2197,4
2198,1
2199,3
2200,0
2201,0
2202,1
2203,2
2204,3
2205,3
2206,3
2207,3
2208,0
2209,1
2210,1
2211,2
2212,0
2213,1
2214,2
2215,1
2216,2
2217,0
2218,2
2219,3
2220,1
2221,4
2222,0
2223,3
2224,4
2225,2
2226,4
2227,4
2228,3
2229,1
2230,3
2231,2
2232,1
2233,1
2234,3
2235,0
2236,0
2237,4
2238,2
2239,0
2240,4
2241,1
2242,0
2243,1
2244,3
2245,1
2246,2
2247,0
2248,2
2249,4
2250,3
2251,3
2252,1
2253,4
2254,2
2255,2
2256,4
2257,4
2258,4
2259,1
2260,0
2261,1
2262,3
2263,1
2264,0
2265,3
2266,3
2267,1
2268,0
2269,3
2270,3
2271,2
2272,2
2273,1
2274,1
2275,2
2276,0
2277,0
2278,4
2279,3
2280,4
2281,4
2282,3
2283,4
2284,3
2285,2
2286,3
2287,4
2288,1
2289,1
2290,4
2291,3
2292,4
2293,0
2294,4
2295,3
2296,1
2297,4
2298,4
2299,4
2300,0
2301,0
2302,1
2303,2
2304,3
2305,3
2306,1
2307,0
2308,0
2309,4
2310,4
2311,0
2312,0
2313,0
2314,2
2315,2
2316,2
2317,2
2318,0
2319,1
2320,2
2321,4
2322,2
2323,4
2324,1
2325,3
2326,0
2327,0
2328,0
2329,4
2330,3
2331,2
2332,1
2333,3
2334,1
2335,3
2336,4
2337,3
2338,0
2339,1
2340,0
2341,2
2342,4
2343,4
2344,3
2345,3
2346,1
2347,1
2348,4
2349,1
2350,2
2351,4
2352,1
2353,3
2354,2
2355,3
2356,4
2357,0
2358,0
2359,2
2360,0
2361,0
2362,4
2363,2
2364,2
2365,1
2366,4
2367,3
2368,2
2369,2
2370,1
2371,3
2372,1
2373,2
2374,1
2375,1
2376,0
2377,1
2378,0
2379,0
2380,3
2381,4
2382,2
2383,4
2384,2
2385,4
2386,0
2387,0
2388,4
2389,0
2390,2
2391,3
2392,3
2393,0
2394,1
2395,3
2396,1
2397,0
2398,3
2399,4
2400,4
2401,0
2402,2
2403,0
2404,0
2405,2
2406,2
2407,3
2408,3
2409,3
2410,0
2411,1
2412,0
2413,1
2414,0
2415,4
2416,2
2417,3
2418,2
2419,4
2420,3
2421,3
2422,1
2423,4
2424,4
2425,3
2426,0
2427,1
2428,4
2429,4
2430,1
2431,0
2432,2
2433,1
2434,0
2435,1
2436,3
2437,1
2438,4
2439,3
2440,3
2441,4
2442,0
2443,0
2444,3
2445,4
2446,4
2447,4
2448,3
2449,1
2450,2
2451,4
2452,3
2453,1
2454,1
2455,4
2456,1
2457,2
2458,2
2459,2
2460,3
2461,3
2462,1
2463,1
2464,2
2465,4
2466,1
2467,3
2468,3
2469,0
2470,1
2471,4
2472,3
2473,0
2474,1
2475,0
2476,4
2477,2
2478,2
2479,3
2480,4
2481,3
2482,4
2483,1
2484,0
2485,3
2486,3
2487,3
2488,2
2489,1
2490,0
2491,3
2492,1
2493,0
2494,3
2495,0
2496,0
2497,4
2498,4
2499,1
2500,1
2501,1
2502,2
2503,2
2504,0
2505,1
2506,4
2507,3
2508,0
2509,4
2510,3
2511,2
2512,1
2513,2
2514,4
2515,3
2516,4
2517,0
2518,1
2519,3
2520,1
2521,4
2522,1
2523,2
2524,3
2525,3
2526,2
2527,4
2528,3
2529,4
2530,2
2531,2
2532,0
2533,2
2534,2
2535,0
2536,1
2537,0
2538,3
2539,2
2540,0
2541,3
2542,1
2543,4
2544,2
2545,2
2546,1
2547,3
2548,3
2549,3
2550,2
2551,1
2552,3
2553,1
2554,3
2555,0
2556,4
2557,2
2558,0
2559,0
2560,0
2561,1
2562,2
2563,3
2564,4
2565,1
2566,1
2567,2
2568,3
2569,0
2570,0
2571,4
2572,2
2573,4
2574,1
2575,0
2576,3
2577,2
2578,0
2579,1
2580,2
2581,3
2582,1
2583,3
2584,2
2585,0
2586,1
2587,4
2588,0
2589,3
2590,1
2591,4
2592,1
2593,3
2594,0
2595,4
2596,2
2597,1
2598,1
2599,4
2600,2
2601,4
2602,3
2603,0
2604,0
2605,1
2606,2
2607,3
2608,3
2609,4
2610,2
2611,3
2612,1
2613,2
2614,1
2615,1
2616,0
2617,3
2618,3
2619,4
2620,3
2621,2
2622,4
2623,2
2624,4
2625,0
2626,3
2627,0
2628,4
2629,0
2630,0
2631,3
2632,1
2633,3
2634,4
2635,2
2636,2
2637,3
2638,1
2639,0
2640,0
2641,0
2642,0
2643,2
2644,3
2645,4
2646,4
2647,2
2648,4
2649,0
2650,0
2651,4
2652,1
2653,0
2654,3
2655,3
2656,0
2657,0
2658,2
2659,0
2660,1
2661,3
2662,2
2663,4
2664,4
2665,1
2666,3
2667,2
2668,3
2669,4
2670,4
2671,4
2672,3
2673,0
2674,3
2675,0
2676,1
2677,0
2678,3
2679,3
2680,4
2681,3
2682,1
2683,1
2684,2
2685,0
2686,2
2687,1
2688,1
2689,2
2690,0
2691,1
2692,4
2693,0
2694,3
2695,3
2696,3
2697,4
2698,0
2699,4
2700,1
2701,2
2702,2
2703,2
2704,2
2705,0
2706,2
2707,3
2708,3
2709,4
2710,2
2711,4
2712,4
2713,4
2714,3
2715,0
2716,0
2717,3
2718,2
2719,2
2720,4
2721,4
2722,4
2723,4
2724,1
2725,3
2726,0
2727,2
2728,0
2729,2
2730,4
2731,4
2732,0
2733,3
2734,1
2735,2
2736,4
2737,1
2738,2
2739,3
2740,1
2741,2
2742,0
2743,0
2744,4
2745,3
2746,3
2747,3
2748,1
2749,3
2750,3
2751,1
2752,4
2753,0
2754,4
2755,2
2756,4
2757,4
2758,4
2759,0
2760,3
2761,3
2762,3
2763,1
2764,0
2765,1
2766,3
2767,4
2768,2
2769,0
2770,1
2771,0
2772,1
2773,4
2774,1
2775,0
2776,1
2777,3
2778,0
2779,3
2780,4
2781,0
2782,3
2783,4
2784,0
2785,3
2786,2
2787,1
2788,0
2789,3
2790,3
2791,4
2792,1
2793,0
2794,1
2795,4
2796,0
2797,4
2798,1
2799,1
2800,4
2801,2
2802,3
2803,4
2804,2
2805,0
2806,0
2807,1
2808,3
2809,3
2810,3
2811,3
2812,3
2813,0
2814,1
2815,2
2816,1
2817,3
2818,2
2819,4
2820,1
2821,2
2822,1
2823,4
2824,2
2825,0
2826,3
2827,0
2828,4
2829,4
2830,4
2831,3
2832,1
2833,1
2834,0
2835,1
2836,0
2837,3
2838,1
2839,3
2840,1
2841,2
2842,0
2843,0
2844,0
2845,3
2846,3
2847,4
2848,4
2849,0
2850,2
2851,4
2852,4
2853,4
2854,2
2855,4
2856,2
2857,3
2858,1
2859,2
2860,2
2861,4
2862,4
2863,3
2864,1
2865,3
2866,0
2867,1
2868,4
2869,4
2870,3
2871,1
2872,1
2873,3
2874,4
2875,3
2876,1
2877,3
2878,0
2879,1
2880,4
2881,2
2882,3
2883,1
2884,3
2885,1
2886,3
2887,1
2888,4
2889,0
2890,1
2891,3
2892,1
2893,2
2894,1
2895,1
2896,3
2897,4
2898,3
2899,0
2900,0
2901,1
2902,3
2903,4
2904,2
2905,0
2906,4
2907,4
2908,3
2909,3
2910,3
2911,3
2912,4
2913,4
2914,3
2915,4
2916,3
2917,4
2918,4
2919,3
2920,4
2921,4
2922,0
2923,0
2924,1
2925,1
2926,2
2927,3
2928,1
2929,4
2930,0
2931,4
2932,3
2933,0
2934,3
2935,2
2936,3
2937,4
2938,2
2939,2
2940,4
2941,3
2942,0
2943,0
2944,4
2945,4
2946,1
2947,4
2948,3
2949,1
2950,4
2951,2
2952,0
2953,1
2954,1
2955,2
2956,0
2957,1
2958,1
2959,1
2960,1
2961,0
2962,2
2963,1
2964,1
2965,1
2966,2
2967,4
2968,1
2969,1
2970,4
2971,0
2972,3
2973,2
2974,2
2975,4
2976,0
2977,2
2978,0
2979,4
2980,2
2981,3
2982,0
2983,3
2984,4
2985,3
2986,2
2987,3
2988,4
2989,2
2990,4
2991,1
2992,3
2993,2
2994,1
2995,3
2996,3
2997,3
